ds,y,sku,is_weekend,day_of_week,valentines_day,bfcm_week
2024-08-02,93,TOY_SKU_036,0,4,0,0
2024-08-02,28,TOY_SKU_037,0,4,0,0
2024-08-02,62,TOY_SKU_038,0,4,0,0
2024-08-02,25,TOY_SKU_039,0,4,0,0
2024-08-02,56,TOY_SKU_040,0,4,0,0
2024-08-02,59,TOY_SKU_041,0,4,0,0
2024-08-02,57,TOY_SKU_042,0,4,0,0
2024-08-02,71,TOY_SKU_043,0,4,0,0
2024-08-02,113,TOY_SKU_044,0,4,0,0
2024-08-02,97,TOY_SKU_045,0,4,0,0
2024-08-02,42,TOY_SKU_046,0,4,0,0
2024-08-02,77,TOY_SKU_047,0,4,0,0
2024-08-02,87,TOY_SKU_048,0,4,0,0
2024-08-02,75,TOY_SKU_049,0,4,0,0
2024-08-02,96,TOY_SKU_050,0,4,0,0
2024-08-03,206,TOY_SKU_001,1,5,0,0
2024-08-03,98,TOY_SKU_002,1,5,0,0
2024-08-03,188,TOY_SKU_003,1,5,0,0
2024-08-03,26,TOY_SKU_004,1,5,0,0
2024-08-03,85,TOY_SKU_005,1,5,0,0
2024-08-03,61,TOY_SKU_006,1,5,0,0
2024-08-03,178,TOY_SKU_007,1,5,0,0
2024-08-03,17,TOY_SKU_008,1,5,0,0
2024-08-03,76,TOY_SKU_009,1,5,0,0
2024-08-03,192,TOY_SKU_010,1,5,0,0
2024-08-03,90,TOY_SKU_011,1,5,0,0
2024-08-03,113,TOY_SKU_012,1,5,0,0
2024-08-03,241,TOY_SKU_013,1,5,0,0
2024-08-03,62,TOY_SKU_014,1,5,0,0
2024-08-03,154,TOY_SKU_015,1,5,0,0
2024-08-03,169,TOY_SKU_016,1,5,0,0
2024-08-03,94,TOY_SKU_017,1,5,0,0
2024-08-03,89,TOY_SKU_018,1,5,0,0
2024-08-03,214,TOY_SKU_019,1,5,0,0
2024-08-03,145,TOY_SKU_020,1,5,0,0
2024-08-03,121,TOY_SKU_021,1,5,0,0
2024-08-03,81,TOY_SKU_022,1,5,0,0
2024-08-03,179,TOY_SKU_023,1,5,0,0
2024-08-03,97,TOY_SKU_024,1,5,0,0
2024-08-03,268,TOY_SKU_025,1,5,0,0
2024-08-03,75,TOY_SKU_026,1,5,0,0
2024-08-03,91,TOY_SKU_027,1,5,0,0
2024-08-03,90,TOY_SKU_028,1,5,0,0
2024-08-03,285,TOY_SKU_029,1,5,0,0
2024-08-03,145,TOY_SKU_030,1,5,0,0
2024-08-03,131,TOY_SKU_031,1,5,0,0
2024-08-03,137,TOY_SKU_032,1,5,0,0
2024-08-03,216,TOY_SKU_033,1,5,0,0
2024-08-03,126,TOY_SKU_034,1,5,0,0
2024-08-03,72,TOY_SKU_035,1,5,0,0
2024-08-03,134,TOY_SKU_036,1,5,0,0
2024-08-03,70,TOY_SKU_037,1,5,0,0
2024-08-03,128,TOY_SKU_038,1,5,0,0
2024-08-03,72,TOY_SKU_039,1,5,0,0
2024-08-03,123,TOY_SKU_040,1,5,0,0
2024-08-03,142,TOY_SKU_041,1,5,0,0
2024-08-03,117,TOY_SKU_042,1,5,0,0
2024-08-03,133,TOY_SKU_043,1,5,0,0
2024-08-03,164,TOY_SKU_044,1,5,0,0
2024-08-03,254,TOY_SKU_045,1,5,0,0
2024-08-03,104,TOY_SKU_046,1,5,0,0
2024-08-03,248,TOY_SKU_047,1,5,0,0
2024-08-03,194,TOY_SKU_048,1,5,0,0
2024-08-03,200,TOY_SKU_049,1,5,0,0
2024-08-03,137,TOY_SKU_050,1,5,0,0
2024-08-04,200,TOY_SKU_001,1,6,0,0
2024-08-04,113,TOY_SKU_002,1,6,0,0
2024-08-04,183,TOY_SKU_003,1,6,0,0
2024-08-04,20,TOY_SKU_004,1,6,0,0
2024-08-04,99,TOY_SKU_005,1,6,0,0
2024-08-04,61,TOY_SKU_006,1,6,0,0
2024-08-04,174,TOY_SKU_007,1,6,0,0
2024-08-04,18,TOY_SKU_008,1,6,0,0
2024-08-04,86,TOY_SKU_009,1,6,0,0
2024-08-04,166,TOY_SKU_010,1,6,0,0
2024-08-04,96,TOY_SKU_011,1,6,0,0
2024-08-04,87,TOY_SKU_012,1,6,0,0
2024-08-04,308,TOY_SKU_013,1,6,0,0
2024-08-04,58,TOY_SKU_014,1,6,0,0
2024-08-04,173,TOY_SKU_015,1,6,0,0
2024-08-04,162,TOY_SKU_016,1,6,0,0
2024-08-04,97,TOY_SKU_017,1,6,0,0
2024-08-04,120,TOY_SKU_018,1,6,0,0
2024-08-04,177,TOY_SKU_019,1,6,0,0
2024-08-04,143,TOY_SKU_020,1,6,0,0
2024-08-04,122,TOY_SKU_021,1,6,0,0
2024-08-04,83,TOY_SKU_022,1,6,0,0
2024-08-04,195,TOY_SKU_023,1,6,0,0
2024-08-04,75,TOY_SKU_024,1,6,0,0
2024-08-04,228,TOY_SKU_025,1,6,0,0
2024-08-04,58,TOY_SKU_026,1,6,0,0
2024-08-04,81,TOY_SKU_027,1,6,0,0
2024-08-04,82,TOY_SKU_028,1,6,0,0
2024-08-04,244,TOY_SKU_029,1,6,0,0
2024-08-04,149,TOY_SKU_030,1,6,0,0
2024-08-04,119,TOY_SKU_031,1,6,0,0
2024-08-04,105,TOY_SKU_032,1,6,0,0
2024-08-04,218,TOY_SKU_033,1,6,0,0
2024-08-04,135,TOY_SKU_034,1,6,0,0
2024-08-04,67,TOY_SKU_035,1,6,0,0
2024-08-04,140,TOY_SKU_036,1,6,0,0
2024-08-04,52,TOY_SKU_037,1,6,0,0
2024-08-04,138,TOY_SKU_038,1,6,0,0
2024-08-04,94,TOY_SKU_039,1,6,0,0
2024-08-04,137,TOY_SKU_040,1,6,0,0
2024-08-04,124,TOY_SKU_041,1,6,0,0
2024-08-04,114,TOY_SKU_042,1,6,0,0
2024-08-04,122,TOY_SKU_043,1,6,0,0
2024-08-04,157,TOY_SKU_044,1,6,0,0
2024-08-04,253,TOY_SKU_045,1,6,0,0
2024-08-04,97,TOY_SKU_046,1,6,0,0
2024-08-04,237,TOY_SKU_047,1,6,0,0
2024-08-04,173,TOY_SKU_048,1,6,0,0
2024-08-04,183,TOY_SKU_049,1,6,0,0
2024-08-04,157,TOY_SKU_050,1,6,0,0
2024-08-05,78,TOY_SKU_001,0,0,0,0
2024-08-05,41,TOY_SKU_002,0,0,0,0
2024-08-05,76,TOY_SKU_003,0,0,0,0
2024-08-05,14,TOY_SKU_004,0,0,0,0
2024-08-05,39,TOY_SKU_005,0,0,0,0
2024-08-05,29,TOY_SKU_006,0,0,0,0
2024-08-05,75,TOY_SKU_007,0,0,0,0
2024-08-05,14,TOY_SKU_008,0,0,0,0
2024-08-05,40,TOY_SKU_009,0,0,0,0
2024-08-05,72,TOY_SKU_010,0,0,0,0
2024-08-05,64,TOY_SKU_011,0,0,0,0
2024-08-05,48,TOY_SKU_012,0,0,0,0
2024-08-05,81,TOY_SKU_013,0,0,0,0
2024-08-05,29,TOY_SKU_014,0,0,0,0
2024-08-05,97,TOY_SKU_015,0,0,0,0
2024-08-05,66,TOY_SKU_016,0,0,0,0
2024-08-05,37,TOY_SKU_017,0,0,0,0
2024-08-05,34,TOY_SKU_018,0,0,0,0
2024-08-05,63,TOY_SKU_019,0,0,0,0
2024-08-05,107,TOY_SKU_020,0,0,0,0
2024-08-05,46,TOY_SKU_021,0,0,0,0
2024-08-05,37,TOY_SKU_022,0,0,0,0
2024-08-05,88,TOY_SKU_023,0,0,0,0
2024-08-05,42,TOY_SKU_024,0,0,0,0
2024-08-05,110,TOY_SKU_025,0,0,0,0
2024-08-05,29,TOY_SKU_026,0,0,0,0
2024-08-05,41,TOY_SKU_027,0,0,0,0
2024-08-05,53,TOY_SKU_028,0,0,0,0
2024-08-05,88,TOY_SKU_029,0,0,0,0
2024-08-05,71,TOY_SKU_030,0,0,0,0
2024-08-05,64,TOY_SKU_031,0,0,0,0
2024-08-05,61,TOY_SKU_032,0,0,0,0
2024-08-05,67,TOY_SKU_033,0,0,0,0
2024-08-05,67,TOY_SKU_034,0,0,0,0
2024-08-05,29,TOY_SKU_035,0,0,0,0
2024-08-05,69,TOY_SKU_036,0,0,0,0
2024-08-05,26,TOY_SKU_037,0,0,0,0
2024-08-05,60,TOY_SKU_038,0,0,0,0
2024-08-05,32,TOY_SKU_039,0,0,0,0
2024-08-05,51,TOY_SKU_040,0,0,0,0
2024-08-05,74,TOY_SKU_041,0,0,0,0
2024-08-05,50,TOY_SKU_042,0,0,0,0
2024-08-05,66,TOY_SKU_043,0,0,0,0
2024-08-05,108,TOY_SKU_044,0,0,0,0
2024-08-05,86,TOY_SKU_045,0,0,0,0
2024-08-05,53,TOY_SKU_046,0,0,0,0
2024-08-05,102,TOY_SKU_047,0,0,0,0
2024-08-05,68,TOY_SKU_048,0,0,0,0
2024-08-05,76,TOY_SKU_049,0,0,0,0
2024-08-05,67,TOY_SKU_050,0,0,0,0
2024-08-06,101,TOY_SKU_001,0,1,0,0
2024-08-06,41,TOY_SKU_002,0,1,0,0
2024-08-06,70,TOY_SKU_003,0,1,0,0
2024-08-06,17,TOY_SKU_004,0,1,0,0
2024-08-06,47,TOY_SKU_005,0,1,0,0
2024-08-06,33,TOY_SKU_006,0,1,0,0
2024-08-06,84,TOY_SKU_007,0,1,0,0
2024-08-06,12,TOY_SKU_008,0,1,0,0
2024-08-06,40,TOY_SKU_009,0,1,0,0
2024-08-06,82,TOY_SKU_010,0,1,0,0
2024-08-06,50,TOY_SKU_011,0,1,0,0
2024-08-06,49,TOY_SKU_012,0,1,0,0
2024-08-06,86,TOY_SKU_013,0,1,0,0
2024-08-06,30,TOY_SKU_014,0,1,0,0
2024-08-06,72,TOY_SKU_015,0,1,0,0
2024-08-06,59,TOY_SKU_016,0,1,0,0
2024-08-06,45,TOY_SKU_017,0,1,0,0
2024-08-06,35,TOY_SKU_018,0,1,0,0
2024-08-06,58,TOY_SKU_019,0,1,0,0
2024-08-06,108,TOY_SKU_020,0,1,0,0
2024-08-06,55,TOY_SKU_021,0,1,0,0
2024-08-06,34,TOY_SKU_022,0,1,0,0
2024-08-06,90,TOY_SKU_023,0,1,0,0
2024-08-06,44,TOY_SKU_024,0,1,0,0
2024-08-06,99,TOY_SKU_025,0,1,0,0
2024-08-06,23,TOY_SKU_026,0,1,0,0
2024-08-06,38,TOY_SKU_027,0,1,0,0
2024-08-06,51,TOY_SKU_028,0,1,0,0
2024-08-06,90,TOY_SKU_029,0,1,0,0
2024-08-06,86,TOY_SKU_030,0,1,0,0
2024-08-06,62,TOY_SKU_031,0,1,0,0
2024-08-06,60,TOY_SKU_032,0,1,0,0
2024-08-06,68,TOY_SKU_033,0,1,0,0
2024-08-06,54,TOY_SKU_034,0,1,0,0
2024-08-06,31,TOY_SKU_035,0,1,0,0
2024-08-06,69,TOY_SKU_036,0,1,0,0
2024-08-06,27,TOY_SKU_037,0,1,0,0
2024-08-06,57,TOY_SKU_038,0,1,0,0
2024-08-06,31,TOY_SKU_039,0,1,0,0
2024-08-06,57,TOY_SKU_040,0,1,0,0
2024-08-06,75,TOY_SKU_041,0,1,0,0
2024-08-06,55,TOY_SKU_042,0,1,0,0
2024-08-06,75,TOY_SKU_043,0,1,0,0
2024-08-06,93,TOY_SKU_044,0,1,0,0
2024-08-06,77,TOY_SKU_045,0,1,0,0
2024-08-06,42,TOY_SKU_046,0,1,0,0
2024-08-06,95,TOY_SKU_047,0,1,0,0
2024-08-06,80,TOY_SKU_048,0,1,0,0
2024-08-06,90,TOY_SKU_049,0,1,0,0
2024-08-06,93,TOY_SKU_050,0,1,0,0
2024-08-07,78,TOY_SKU_001,0,2,0,0
2024-08-07,44,TOY_SKU_002,0,2,0,0
2024-08-07,93,TOY_SKU_003,0,2,0,0
2024-08-07,15,TOY_SKU_004,0,2,0,0
2024-08-07,36,TOY_SKU_005,0,2,0,0
2024-08-07,25,TOY_SKU_006,0,2,0,0
2024-08-07,72,TOY_SKU_007,0,2,0,0
2024-08-07,13,TOY_SKU_008,0,2,0,0
2024-08-07,43,TOY_SKU_009,0,2,0,0
2024-08-07,65,TOY_SKU_010,0,2,0,0
2024-08-07,48,TOY_SKU_011,0,2,0,0
2024-08-07,59,TOY_SKU_012,0,2,0,0
2024-08-07,108,TOY_SKU_013,0,2,0,0
2024-08-07,41,TOY_SKU_014,0,2,0,0
2024-08-07,101,TOY_SKU_015,0,2,0,0
2024-08-07,61,TOY_SKU_016,0,2,0,0
2024-08-07,42,TOY_SKU_017,0,2,0,0
2024-08-07,44,TOY_SKU_018,0,2,0,0
2024-08-07,72,TOY_SKU_019,0,2,0,0
2024-08-07,96,TOY_SKU_020,0,2,0,0
2024-08-07,49,TOY_SKU_021,0,2,0,0
2024-08-07,30,TOY_SKU_022,0,2,0,0
2024-08-07,96,TOY_SKU_023,0,2,0,0
2024-08-07,51,TOY_SKU_024,0,2,0,0
2024-08-07,97,TOY_SKU_025,0,2,0,0
2024-08-07,21,TOY_SKU_026,0,2,0,0
2024-08-07,32,TOY_SKU_027,0,2,0,0
2024-08-07,40,TOY_SKU_028,0,2,0,0
2024-08-07,89,TOY_SKU_029,0,2,0,0
2024-08-07,96,TOY_SKU_030,0,2,0,0
2024-08-07,70,TOY_SKU_031,0,2,0,0
2024-08-07,59,TOY_SKU_032,0,2,0,0
2024-08-07,64,TOY_SKU_033,0,2,0,0
2024-08-07,69,TOY_SKU_034,0,2,0,0
2024-08-07,38,TOY_SKU_035,0,2,0,0
2024-08-07,76,TOY_SKU_036,0,2,0,0
2024-08-07,22,TOY_SKU_037,0,2,0,0
2024-08-07,59,TOY_SKU_038,0,2,0,0
2024-08-07,27,TOY_SKU_039,0,2,0,0
2024-08-07,59,TOY_SKU_040,0,2,0,0
2024-08-07,72,TOY_SKU_041,0,2,0,0
2024-08-07,50,TOY_SKU_042,0,2,0,0
2024-08-07,52,TOY_SKU_043,0,2,0,0
2024-08-07,88,TOY_SKU_044,0,2,0,0
2024-08-07,84,TOY_SKU_045,0,2,0,0
2024-08-07,50,TOY_SKU_046,0,2,0,0
2024-08-07,97,TOY_SKU_047,0,2,0,0
2024-08-07,78,TOY_SKU_048,0,2,0,0
2024-08-07,79,TOY_SKU_049,0,2,0,0
2024-08-07,92,TOY_SKU_050,0,2,0,0
2024-08-08,83,TOY_SKU_001,0,3,0,0
2024-08-08,45,TOY_SKU_002,0,3,0,0
2024-08-08,85,TOY_SKU_003,0,3,0,0
2024-08-08,16,TOY_SKU_004,0,3,0,0
2024-08-08,51,TOY_SKU_005,0,3,0,0
2024-08-08,30,TOY_SKU_006,0,3,0,0
2024-08-08,71,TOY_SKU_007,0,3,0,0
2024-08-08,14,TOY_SKU_008,0,3,0,0
2024-08-08,44,TOY_SKU_009,0,3,0,0
2024-08-08,65,TOY_SKU_010,0,3,0,0
2024-08-08,64,TOY_SKU_011,0,3,0,0
2024-08-08,54,TOY_SKU_012,0,3,0,0
2024-08-08,93,TOY_SKU_013,0,3,0,0
2024-08-08,32,TOY_SKU_014,0,3,0,0
2024-08-08,80,TOY_SKU_015,0,3,0,0
2024-08-08,71,TOY_SKU_016,0,3,0,0
2024-08-08,41,TOY_SKU_017,0,3,0,0
2024-08-08,38,TOY_SKU_018,0,3,0,0
2024-08-08,83,TOY_SKU_019,0,3,0,0
2024-08-08,84,TOY_SKU_020,0,3,0,0
2024-08-08,56,TOY_SKU_021,0,3,0,0
2024-08-08,32,TOY_SKU_022,0,3,0,0
2024-08-08,90,TOY_SKU_023,0,3,0,0
2024-08-08,55,TOY_SKU_024,0,3,0,0
2024-08-08,87,TOY_SKU_025,0,3,0,0
2024-08-08,22,TOY_SKU_026,0,3,0,0
2024-08-08,32,TOY_SKU_027,0,3,0,0
2024-08-08,54,TOY_SKU_028,0,3,0,0
2024-08-08,72,TOY_SKU_029,0,3,0,0
2024-08-08,84,TOY_SKU_030,0,3,0,0
2024-08-08,55,TOY_SKU_031,0,3,0,0
2024-08-08,48,TOY_SKU_032,0,3,0,0
2024-08-08,88,TOY_SKU_033,0,3,0,0
2024-08-08,52,TOY_SKU_034,0,3,0,0
2024-08-08,36,TOY_SKU_035,0,3,0,0
2024-08-08,93,TOY_SKU_036,0,3,0,0
2024-08-08,26,TOY_SKU_037,0,3,0,0
2024-08-08,71,TOY_SKU_038,0,3,0,0
2024-08-08,29,TOY_SKU_039,0,3,0,0
2024-08-08,48,TOY_SKU_040,0,3,0,0
2024-08-08,66,TOY_SKU_041,0,3,0,0
2024-08-08,48,TOY_SKU_042,0,3,0,0
2024-08-08,58,TOY_SKU_043,0,3,0,0
2024-08-08,95,TOY_SKU_044,0,3,0,0
2024-08-08,100,TOY_SKU_045,0,3,0,0
2024-08-08,56,TOY_SKU_046,0,3,0,0
2024-08-08,76,TOY_SKU_047,0,3,0,0
2024-08-08,65,TOY_SKU_048,0,3,0,0
2024-08-08,93,TOY_SKU_049,0,3,0,0
2024-08-08,72,TOY_SKU_050,0,3,0,0
2024-08-09,83,TOY_SKU_001,0,4,0,0
2024-08-09,34,TOY_SKU_002,0,4,0,0
2024-08-09,87,TOY_SKU_003,0,4,0,0
2024-08-09,16,TOY_SKU_004,0,4,0,0
2024-08-09,48,TOY_SKU_005,0,4,0,0
2024-08-09,24,TOY_SKU_006,0,4,0,0
2024-08-09,87,TOY_SKU_007,0,4,0,0
2024-08-09,12,TOY_SKU_008,0,4,0,0
2024-08-09,33,TOY_SKU_009,0,4,0,0
2024-08-09,69,TOY_SKU_010,0,4,0,0
2024-08-09,63,TOY_SKU_011,0,4,0,0
2024-08-09,58,TOY_SKU_012,0,4,0,0
2024-08-09,95,TOY_SKU_013,0,4,0,0
2024-08-09,31,TOY_SKU_014,0,4,0,0
2024-08-09,73,TOY_SKU_015,0,4,0,0
2024-08-09,56,TOY_SKU_016,0,4,0,0
2024-08-09,41,TOY_SKU_017,0,4,0,0
2024-08-09,38,TOY_SKU_018,0,4,0,0
2024-08-09,74,TOY_SKU_019,0,4,0,0
2024-08-09,106,TOY_SKU_020,0,4,0,0
2024-08-09,56,TOY_SKU_021,0,4,0,0
2024-08-09,29,TOY_SKU_022,0,4,0,0
2024-08-09,97,TOY_SKU_023,0,4,0,0
2024-08-09,52,TOY_SKU_024,0,4,0,0
2024-08-09,113,TOY_SKU_025,0,4,0,0
2024-08-09,28,TOY_SKU_026,0,4,0,0
2024-08-09,42,TOY_SKU_027,0,4,0,0
2024-08-09,43,TOY_SKU_028,0,4,0,0
2024-08-09,86,TOY_SKU_029,0,4,0,0
2024-08-09,82,TOY_SKU_030,0,4,0,0
2024-08-09,66,TOY_SKU_031,0,4,0,0
2024-08-09,42,TOY_SKU_032,0,4,0,0
2024-08-09,65,TOY_SKU_033,0,4,0,0
2024-08-09,50,TOY_SKU_034,0,4,0,0
2024-08-09,33,TOY_SKU_035,0,4,0,0
2024-08-09,80,TOY_SKU_036,0,4,0,0
2024-08-09,24,TOY_SKU_037,0,4,0,0
2024-08-09,59,TOY_SKU_038,0,4,0,0
2024-08-09,27,TOY_SKU_039,0,4,0,0
2024-08-09,50,TOY_SKU_040,0,4,0,0
2024-08-09,76,TOY_SKU_041,0,4,0,0
2024-08-09,48,TOY_SKU_042,0,4,0,0
2024-08-09,70,TOY_SKU_043,0,4,0,0
2024-08-09,87,TOY_SKU_044,0,4,0,0
2024-08-09,88,TOY_SKU_045,0,4,0,0
2024-08-09,42,TOY_SKU_046,0,4,0,0
2024-08-09,89,TOY_SKU_047,0,4,0,0
2024-08-09,88,TOY_SKU_048,0,4,0,0
2024-08-09,101,TOY_SKU_049,0,4,0,0
2024-08-09,79,TOY_SKU_050,0,4,0,0
2024-08-10,173,TOY_SKU_001,1,5,0,0
2024-08-10,121,TOY_SKU_002,1,5,0,0
2024-08-10,171,TOY_SKU_003,1,5,0,0
2024-08-10,27,TOY_SKU_004,1,5,0,0
2024-08-10,101,TOY_SKU_005,1,5,0,0
2024-08-10,50,TOY_SKU_006,1,5,0,0
2024-08-10,205,TOY_SKU_007,1,5,0,0
2024-08-10,15,TOY_SKU_008,1,5,0,0
2024-08-10,111,TOY_SKU_009,1,5,0,0
2024-08-10,137,TOY_SKU_010,1,5,0,0
2024-08-10,93,TOY_SKU_011,1,5,0,0
2024-08-10,122,TOY_SKU_012,1,5,0,0
2024-08-10,254,TOY_SKU_013,1,5,0,0
2024-08-10,81,TOY_SKU_014,1,5,0,0
2024-08-10,156,TOY_SKU_015,1,5,0,0
2024-08-10,214,TOY_SKU_016,1,5,0,0
2024-08-10,69,TOY_SKU_017,1,5,0,0
2024-08-10,96,TOY_SKU_018,1,5,0,0
2024-08-10,186,TOY_SKU_019,1,5,0,0
2024-08-10,172,TOY_SKU_020,1,5,0,0
2024-08-10,127,TOY_SKU_021,1,5,0,0
2024-08-10,82,TOY_SKU_022,1,5,0,0
2024-08-10,224,TOY_SKU_023,1,5,0,0
2024-08-10,77,TOY_SKU_024,1,5,0,0
2024-08-10,308,TOY_SKU_025,1,5,0,0
2024-08-10,71,TOY_SKU_026,1,5,0,0
2024-08-10,72,TOY_SKU_027,1,5,0,0
2024-08-10,88,TOY_SKU_028,1,5,0,0
2024-08-10,293,TOY_SKU_029,1,5,0,0
2024-08-10,153,TOY_SKU_030,1,5,0,0
2024-08-10,112,TOY_SKU_031,1,5,0,0
2024-08-10,145,TOY_SKU_032,1,5,0,0
2024-08-10,203,TOY_SKU_033,1,5,0,0
2024-08-10,133,TOY_SKU_034,1,5,0,0
2024-08-10,63,TOY_SKU_035,1,5,0,0
2024-08-10,148,TOY_SKU_036,1,5,0,0
2024-08-10,58,TOY_SKU_037,1,5,0,0
2024-08-10,139,TOY_SKU_038,1,5,0,0
2024-08-10,76,TOY_SKU_039,1,5,0,0
2024-08-10,138,TOY_SKU_040,1,5,0,0
2024-08-10,144,TOY_SKU_041,1,5,0,0
2024-08-10,97,TOY_SKU_042,1,5,0,0
2024-08-10,138,TOY_SKU_043,1,5,0,0
2024-08-10,181,TOY_SKU_044,1,5,0,0
2024-08-10,220,TOY_SKU_045,1,5,0,0
2024-08-10,135,TOY_SKU_046,1,5,0,0
2024-08-10,218,TOY_SKU_047,1,5,0,0
2024-08-10,172,TOY_SKU_048,1,5,0,0
2024-08-10,155,TOY_SKU_049,1,5,0,0
2024-08-10,139,TOY_SKU_050,1,5,0,0
2024-08-11,221,TOY_SKU_001,1,6,0,0
2024-08-11,89,TOY_SKU_002,1,6,0,0
2024-08-11,178,TOY_SKU_003,1,6,0,0
2024-08-11,23,TOY_SKU_004,1,6,0,0
2024-08-11,95,TOY_SKU_005,1,6,0,0
2024-08-11,51,TOY_SKU_006,1,6,0,0
2024-08-11,208,TOY_SKU_007,1,6,0,0
2024-08-11,19,TOY_SKU_008,1,6,0,0
2024-08-11,79,TOY_SKU_009,1,6,0,0
2024-08-11,194,TOY_SKU_010,1,6,0,0
2024-08-11,96,TOY_SKU_011,1,6,0,0
2024-08-11,90,TOY_SKU_012,1,6,0,0
2024-08-11,245,TOY_SKU_013,1,6,0,0
2024-08-11,73,TOY_SKU_014,1,6,0,0
2024-08-11,156,TOY_SKU_015,1,6,0,0
2024-08-11,155,TOY_SKU_016,1,6,0,0
2024-08-11,70,TOY_SKU_017,1,6,0,0
2024-08-11,122,TOY_SKU_018,1,6,0,0
2024-08-11,249,TOY_SKU_019,1,6,0,0
2024-08-11,151,TOY_SKU_020,1,6,0,0
2024-08-11,130,TOY_SKU_021,1,6,0,0
2024-08-11,82,TOY_SKU_022,1,6,0,0
2024-08-11,163,TOY_SKU_023,1,6,0,0
2024-08-11,75,TOY_SKU_024,1,6,0,0
2024-08-11,307,TOY_SKU_025,1,6,0,0
2024-08-11,53,TOY_SKU_026,1,6,0,0
2024-08-11,80,TOY_SKU_027,1,6,0,0
2024-08-11,102,TOY_SKU_028,1,6,0,0
2024-08-11,227,TOY_SKU_029,1,6,0,0
2024-08-11,123,TOY_SKU_030,1,6,0,0
2024-08-11,122,TOY_SKU_031,1,6,0,0
2024-08-11,134,TOY_SKU_032,1,6,0,0
2024-08-11,223,TOY_SKU_033,1,6,0,0
2024-08-11,127,TOY_SKU_034,1,6,0,0
2024-08-11,77,TOY_SKU_035,1,6,0,0
2024-08-11,127,TOY_SKU_036,1,6,0,0
2024-08-11,51,TOY_SKU_037,1,6,0,0
2024-08-11,125,TOY_SKU_038,1,6,0,0
2024-08-11,82,TOY_SKU_039,1,6,0,0
2024-08-11,179,TOY_SKU_040,1,6,0,0
2024-08-11,113,TOY_SKU_041,1,6,0,0
2024-08-11,111,TOY_SKU_042,1,6,0,0
2024-08-11,96,TOY_SKU_043,1,6,0,0
2024-08-11,169,TOY_SKU_044,1,6,0,0
2024-08-11,280,TOY_SKU_045,1,6,0,0
2024-08-11,109,TOY_SKU_046,1,6,0,0
2024-08-11,215,TOY_SKU_047,1,6,0,0
2024-08-11,176,TOY_SKU_048,1,6,0,0
2024-08-11,137,TOY_SKU_049,1,6,0,0
2024-08-11,146,TOY_SKU_050,1,6,0,0
2024-08-12,93,TOY_SKU_001,0,0,0,0
2024-08-12,39,TOY_SKU_002,0,0,0,0
2024-08-12,72,TOY_SKU_003,0,0,0,0
2024-08-12,13,TOY_SKU_004,0,0,0,0
2024-08-12,42,TOY_SKU_005,0,0,0,0
2024-08-12,27,TOY_SKU_006,0,0,0,0
2024-08-12,91,TOY_SKU_007,0,0,0,0
2024-08-12,14,TOY_SKU_008,0,0,0,0
2024-08-12,34,TOY_SKU_009,0,0,0,0
2024-08-12,84,TOY_SKU_010,0,0,0,0
2024-08-12,47,TOY_SKU_011,0,0,0,0
2024-08-12,55,TOY_SKU_012,0,0,0,0
2024-08-12,100,TOY_SKU_013,0,0,0,0
2024-08-12,37,TOY_SKU_014,0,0,0,0
2024-08-12,102,TOY_SKU_015,0,0,0,0
2024-08-12,72,TOY_SKU_016,0,0,0,0
2024-08-12,36,TOY_SKU_017,0,0,0,0
2024-08-12,45,TOY_SKU_018,0,0,0,0
2024-08-12,82,TOY_SKU_019,0,0,0,0
2024-08-12,76,TOY_SKU_020,0,0,0,0
2024-08-12,51,TOY_SKU_021,0,0,0,0
2024-08-12,34,TOY_SKU_022,0,0,0,0
2024-08-12,79,TOY_SKU_023,0,0,0,0
2024-08-12,50,TOY_SKU_024,0,0,0,0
2024-08-12,94,TOY_SKU_025,0,0,0,0
2024-08-12,26,TOY_SKU_026,0,0,0,0
2024-08-12,37,TOY_SKU_027,0,0,0,0
2024-08-12,48,TOY_SKU_028,0,0,0,0
2024-08-12,75,TOY_SKU_029,0,0,0,0
2024-08-12,86,TOY_SKU_030,0,0,0,0
2024-08-12,63,TOY_SKU_031,0,0,0,0
2024-08-12,61,TOY_SKU_032,0,0,0,0
2024-08-12,63,TOY_SKU_033,0,0,0,0
2024-08-12,57,TOY_SKU_034,0,0,0,0
2024-08-12,34,TOY_SKU_035,0,0,0,0
2024-08-12,76,TOY_SKU_036,0,0,0,0
2024-08-12,28,TOY_SKU_037,0,0,0,0
2024-08-12,54,TOY_SKU_038,0,0,0,0
2024-08-12,32,TOY_SKU_039,0,0,0,0
2024-08-12,46,TOY_SKU_040,0,0,0,0
2024-08-12,56,TOY_SKU_041,0,0,0,0
2024-08-12,53,TOY_SKU_042,0,0,0,0
2024-08-12,76,TOY_SKU_043,0,0,0,0
2024-08-12,87,TOY_SKU_044,0,0,0,0
2024-08-12,73,TOY_SKU_045,0,0,0,0
2024-08-12,40,TOY_SKU_046,0,0,0,0
2024-08-12,86,TOY_SKU_047,0,0,0,0
2024-08-12,64,TOY_SKU_048,0,0,0,0
2024-08-12,104,TOY_SKU_049,0,0,0,0
2024-08-12,82,TOY_SKU_050,0,0,0,0
2024-08-13,88,TOY_SKU_001,0,1,0,0
2024-08-13,31,TOY_SKU_002,0,1,0,0
